ocid,id,contracts/0/id,contracts/0/signatories/0/id,contracts/0/signatories/0/name
ocds-lcuori-5665,ocds-lcuori-5665/01-contract,5665,HN-RTN-08019999408325,EMPRESA NACIONAL DE ARTES GRAFICAS
ocds-lcuori-5665,ocds-lcuori-5665/01-contract,5665,BzXX7z-byP1K8-qyVbya,ONCAE
ocds-lcuori-5642,ocds-lcuori-5642/01-contract,5642,HN-RTN-08011999528505,HONDUTEL
ocds-lcuori-5642,ocds-lcuori-5642/01-contract,5642,BzXX7z-byP1K8-qyVbya,ONCAE
ocds-lcuori-5664,ocds-lcuori-5664/01-contract,5664,HN-RTN-08019999408325,EMPRESA NACIONAL DE ARTES GRAFICAS
ocds-lcuori-5664,ocds-lcuori-5664/01-contract,5664,BzXX7z-byP1K8-qyVbya,ONCAE
ocds-lcuori-5656,ocds-lcuori-5656/01-contract,5656,HN-RTN-08011999528505,HONDUTEL
ocds-lcuori-5656,ocds-lcuori-5656/01-contract,5656,BzXX7z-byP1K8-qyVbya,ONCAE
ocds-lcuori-5662,ocds-lcuori-5662/01-contract,5662,HN-RTN-08019999408325,EMPRESA NACIONAL DE ARTES GRAFICAS
ocds-lcuori-5662,ocds-lcuori-5662/01-contract,5662,BzXX7z-byP1K8-qyVbya,ONCAE
ocds-lcuori-5663,ocds-lcuori-5663/01-contract,5663,HN-RTN-08011999528505,HONDUTEL
ocds-lcuori-5663,ocds-lcuori-5663/01-contract,5663,BzXX7z-byP1K8-qyVbya,ONCAE
ocds-lcuori-5657,ocds-lcuori-5657/01-contract,5657,HN-RTN-08011999528505,HONDUTEL
ocds-lcuori-5657,ocds-lcuori-5657/01-contract,5657,BzXX7z-byP1K8-qyVbya,ONCAE
ocds-lcuori-5655,ocds-lcuori-5655/01-contract,5655,HN-RTN-08019001212745,IMFAA
ocds-lcuori-5655,ocds-lcuori-5655/01-contract,5655,BzXX7z-byP1K8-qyVbya,ONCAE
ocds-lcuori-5694,ocds-lcuori-5694/01-contract,5694,HN-RTN-08019999408325,EMPRESA NACIONAL DE ARTES GRAFICAS(ENAG)
ocds-lcuori-5694,ocds-lcuori-5694/01-contract,5694,nz0ARy-byP1K8-byP1K8,SECRETARIA DE ESTADO
ocds-lcuori-5744,ocds-lcuori-5744/01-contract,5744,HN-RTN-08019999408325,EMPRESA NACIONAL DE ARTES GRAFICAS(ENAG)
ocds-lcuori-5744,ocds-lcuori-5744/01-contract,5744,wrLGQK-byP1K8-byP1K8,DIRECCION EJECUTIVA DE INGRESOS
ocds-lcuori-5731,ocds-lcuori-5731/01-contract,5731,HN-RTN-08019999408325,EMPRESA NACIONAL DE ARTES GRAFICAS(ENAG)
ocds-lcuori-5731,ocds-lcuori-5731/01-contract,5731,BzXX7z-byP1K8-qyVbya,ONCAE
ocds-lcuori-5693,ocds-lcuori-5693/01-contract,5693,HN-RTN-08019999408325,EMPRESA NACIONAL DE ARTES GRAFICAS(ENAG)
ocds-lcuori-5693,ocds-lcuori-5693/01-contract,5693,nz0ARy-byP1K8-byP1K8,SECRETARIA DE ESTADO
ocds-lcuori-5683,ocds-lcuori-5683/01-contract,5683,HN-RTN-08019999408325,EMPRESA NACIONAL DE ARTES GRAFICAS(ENAG)
ocds-lcuori-5683,ocds-lcuori-5683/01-contract,5683,VyMJlK-byP1K8-xzkmQK,UPEG
ocds-lcuori-5763,ocds-lcuori-5763/01-contract,5763,HN-RTN-08019999408325,EMPRESA NACIONAL DE ARTES GRAFICAS(ENAG)
ocds-lcuori-5763,ocds-lcuori-5763/01-contract,5763,BzXX7z-byP1K8-qyVbya,ONCAE
ocds-lcuori-5785,ocds-lcuori-5785/01-contract,5785,HN-RTN-08019999408325,EMPRESA NACIONAL DE ARTES GRAFICAS(ENAG)
ocds-lcuori-5785,ocds-lcuori-5785/01-contract,5785,RKZayY-byP1K8-byP1K8,DIRECCION ADMINISTRATIVA IAIP
ocds-lcuori-5752,ocds-lcuori-5752/01-contract,5752,HN-RTN-08019999408325,EMPRESA NACIONAL DE ARTES GRAFICAS(ENAG)
ocds-lcuori-5752,ocds-lcuori-5752/01-contract,5752,VyMY2y-byP1K8-byP1K8,COORDINACION DEL SECTOR
ocds-lcuori-5745,ocds-lcuori-5745/01-contract,5745,HN-RTN-08019999408325,EMPRESA NACIONAL DE ARTES GRAFICAS(ENAG)
ocds-lcuori-5745,ocds-lcuori-5745/01-contract,5745,nz0ARy-byP1K8-byP1K8,SECRETARIA DE ESTADO
ocds-lcuori-5701,ocds-lcuori-5701/01-contract,5701,HN-RTN-08019999408325,EMPRESA NACIONAL DE ARTES GRAFICAS(ENAG)
ocds-lcuori-5701,ocds-lcuori-5701/01-contract,5701,BzXX7z-byP1K8-7zv2zR,DIRECCION GENERAL DE PRESUPUESTO
ocds-lcuori-5700,ocds-lcuori-5700/01-contract,5700,HN-RTN-08019999408325,EMPRESA NACIONAL DE ARTES GRAFICAS(ENAG)
ocds-lcuori-5700,ocds-lcuori-5700/01-contract,5700,wrLGQK-byP1K8-byP1K8,DIRECCION EJECUTIVA DE INGRESOS
ocds-lcuori-5699,ocds-lcuori-5699/01-contract,5699,HN-RTN-08019999408325,EMPRESA NACIONAL DE ARTES GRAFICAS(ENAG)
ocds-lcuori-5699,ocds-lcuori-5699/01-contract,5699,VyMY2y-byP1K8-byP1K8,COORDINACION DEL SECTOR
ocds-lcuori-5696,ocds-lcuori-5696/01-contract,5696,HN-RTN-08019999408325,EMPRESA NACIONAL DE ARTES GRAFICAS(ENAG)
ocds-lcuori-5696,ocds-lcuori-5696/01-contract,5696,BzXX7z-byP1K8-qyVbya,ONCAE
ocds-lcuori-5695,ocds-lcuori-5695/01-contract,5695,HN-RTN-08019999408325,EMPRESA NACIONAL DE ARTES GRAFICAS(ENAG)
