ocid,id,contracts/0/id,contracts/0/suppliers/0/id,contracts/0/suppliers/0/name
ocds-lcuori-39673,ocds-lcuori-39673/3-contract,39673,HN-RTN-08019995390633,"Cash Business, S. de R. L."
ocds-lcuori-42280,ocds-lcuori-42280/3-contract,42280,HN-RTN-08019998391040,"Papeleria Honduras, S. de R. L. "
ocds-lcuori-42946,ocds-lcuori-42946/3-contract,42946,HN-RTN-05019006504436,"ANPHAR, SOCIEDAD ANONIMA DE CAPITAL VARIABLE. (ANPHAR, S. A. DE C. V.)"
ocds-lcuori-43020,ocds-lcuori-43020/3-contract,43020,HN-RTN-05029995001355,"Yip Supermercados, S. A. de C. V."
ocds-lcuori-45053,ocds-lcuori-45053/3-contract,45053,HN-RTN-08019995390633,"Cash Business, S. de R. L."
ocds-lcuori-42281,ocds-lcuori-42281/3-contract,42281,HN-RTN-08011986138652, WILMAN DANILO MORALES ZELAYA/DISTRIBUCIONES VALENCIA 
ocds-lcuori-47317,ocds-lcuori-47317/3-contract,47317,HN-RTN-08019998391040,"Papeleria Honduras, S. de R. L. "
ocds-lcuori-55217,ocds-lcuori-55217/3-contract,55217,HN-RTN-08019001228290,A. Z. Comercial S. de R. L.
ocds-lcuori-47318,ocds-lcuori-47318/3-contract,47318,HN-RTN-08019998391040,"Papeleria Honduras, S. de R. L. "
ocds-lcuori-47319,ocds-lcuori-47319/3-contract,47319,HN-RTN-08011986138652, WILMAN DANILO MORALES ZELAYA/DISTRIBUCIONES VALENCIA 
ocds-lcuori-55218,ocds-lcuori-55218/3-contract,55218,HN-RTN-08019998391040,"Papeleria Honduras, S. de R.L. "
ocds-lcuori-47320,ocds-lcuori-47320/3-contract,47320,HN-RTN-08019998391040,"Papeleria Honduras, S. de R. L. "
ocds-lcuori-55219,ocds-lcuori-55219/3-contract,55219,HN-RTN-05029995001355,"Yip Supermercados, S. A. de C. V."
ocds-lcuori-45172,ocds-lcuori-45172/3-contract,45172,HN-RTN-08019998391040,"Papeleria Honduras, S. de R. L. "
ocds-lcuori-39357,ocds-lcuori-39357/3-contract,39357,HN-RTN-05019000040204,PACASA
ocds-lcuori-39358,ocds-lcuori-39358/3-contract,39358,HN-RTN-08019995304450,"FORMULAS QUIMICAS, S DE R.L."
ocds-lcuori-39359,ocds-lcuori-39359/3-contract,39359,HN-RTN-05029995001355,"Yip Supermercados, S. A. de C. V."
ocds-lcuori-39360,ocds-lcuori-39360/3-contract,39360,HN-RTN-08019998391040,"Papeleria Honduras, S. de R. L. "
ocds-lcuori-39191,ocds-lcuori-39191/3-contract,39191,HN-RTN-05029995001355,"Yip Supermercados, S. A. de C. V."
ocds-lcuori-39025,ocds-lcuori-39025/3-contract,39025,HN-RTN-05019000040204,PACASA
ocds-lcuori-39029,ocds-lcuori-39029/3-contract,39029,HN-RTN-05019995108892,"ACCESORIOS PARA COMPUTADORA Y OFICINA, S. A."
ocds-lcuori-39033,ocds-lcuori-39033/3-contract,39033,HN-RTN-05019995108892,"ACCESORIOS PARA COMPUTADORA Y OFICINA, S. A."
ocds-lcuori-39034,ocds-lcuori-39034/3-contract,39034,HN-RTN-08019995390633,"Cash Business, S. de R. L."
ocds-lcuori-39032,ocds-lcuori-39032/3-contract,39032,HN-RTN-08019005511398,"SOLUCIONES DE CENTROAMERICA, S. DE R. L. "
ocds-lcuori-39042,ocds-lcuori-39042/3-contract,39042,HN-RTN-08019995390633,"Cash Business, S. de R. L."
ocds-lcuori-39041,ocds-lcuori-39041/3-contract,39041,HN-RTN-08019995390633,"Cash Business, S. de R. L."
ocds-lcuori-39051,ocds-lcuori-39051/3-contract,39051,HN-RTN-08019995390633,"Cash Business, S. de R. L."
ocds-lcuori-39053,ocds-lcuori-39053/3-contract,39053,HN-RTN-08019995390633,"Cash Business, S. de R. L."
ocds-lcuori-39052,ocds-lcuori-39052/3-contract,39052,HN-RTN-05019995108892,"ACCESORIOS PARA COMPUTADORA Y OFICINA, S. A."
ocds-lcuori-39063,ocds-lcuori-39063/3-contract,39063,HN-RTN-05029995001355,"Yip Supermercados, S. A. de C. V."
ocds-lcuori-39064,ocds-lcuori-39064/3-contract,39064,HN-RTN-08019999404213,"Agua Purificada Santa Clara, S. de R. L."
ocds-lcuori-39065,ocds-lcuori-39065/3-contract,39065,HN-RTN-05019995108892,"ACCESORIOS PARA COMPUTADORA Y OFICINA, S. A."
ocds-lcuori-39066,ocds-lcuori-39066/3-contract,39066,HN-RTN-05029995001355,"Yip Supermercados, S. A. de C. V."
ocds-lcuori-39069,ocds-lcuori-39069/3-contract,39069,HN-RTN-08019999404213,"Agua Purificada Santa Clara, S. de R. L."
ocds-lcuori-39070,ocds-lcuori-39070/3-contract,39070,HN-RTN-05019002058485,"INDUSTRIA DE ALIMENTOS Y BEBIDAS MERENDON, S. DE R.L."
ocds-lcuori-39068,ocds-lcuori-39068/3-contract,39068,HN-RTN-08019998391040,"Papeleria Honduras, S. de R. L. "
ocds-lcuori-39071,ocds-lcuori-39071/3-contract,39071,HN-RTN-08019999404213,"Agua Purificada Santa Clara, S. de R. L."
ocds-lcuori-39074,ocds-lcuori-39074/3-contract,39074,HN-RTN-08019995290621,"Distribuidora de Productos de Oficina y Aseo, S. de R. L"
ocds-lcuori-39075,ocds-lcuori-39075/3-contract,39075,HN-RTN-08019995390633,"Cash Business, S. de R. L."
ocds-lcuori-39077,ocds-lcuori-39077/3-contract,39077,HN-RTN-05029995001355,"Yip Supermercados, S. A. de C. V."
ocds-lcuori-39078,ocds-lcuori-39078/3-contract,39078,HN-RTN-05029995001355,"Yip Supermercados, S. A. de C. V."
ocds-lcuori-39082,ocds-lcuori-39082/3-contract,39082,HN-RTN-08019999408461,REPRESENTACIONES Y DISTRIBUCIONES HERNANDEZ S. DE R. L.
ocds-lcuori-39083,ocds-lcuori-39083/3-contract,39083,HN-RTN-05019000040204,PACASA
ocds-lcuori-39084,ocds-lcuori-39084/3-contract,39084,HN-RTN-08019995290621,"Distribuidora de Productos de Oficina y Aseo, S. de R. L"
ocds-lcuori-39085,ocds-lcuori-39085/3-contract,39085,HN-RTN-08019995390633,"Cash Business, S. de R. L."
ocds-lcuori-39086,ocds-lcuori-39086/3-contract,39086,HN-RTN-08019998391040,"Papeleria Honduras, S. de R. L. "
ocds-lcuori-39087,ocds-lcuori-39087/3-contract,39087,HN-RTN-05019995108892,"ACCESORIOS PARA COMPUTADORA Y OFICINA, S. A."
