ocid,id,contracts/0/id,contracts/0/signatories/0/id,contracts/0/signatories/0/name
ocds-lcuori-yRlZYL-SEP-DGSC-03-2016-1,ocds-lcuori-yRlZYL-SEP-DGSC-03-2016-1/01,yRlZYL-DGSC-03-16,HN-RTN-08019002269785,"	PARTES DE VEHICULOS, SOCIEDAD DE RESPONSABILIDAD LIMITADA"
ocds-lcuori-yRlZYL-SEP-DGSC-03-2016-1,ocds-lcuori-yRlZYL-SEP-DGSC-03-2016-1/01,yRlZYL-DGSC-03-16,yRlZYL-lRo2G5,Gerencia Administrativa
ocds-lcuori-PGJPBr-001-2016_Donación_Kansas-1,ocds-lcuori-PGJPBr-001-2016_Donación_Kansas-1/01,PGJPBr-001-2016,HN-RTN-08019002282812,SUN TRAVEL S.A. 
ocds-lcuori-PGJPBr-001-2016_Donación_Kansas-1,ocds-lcuori-PGJPBr-001-2016_Donación_Kansas-1/01,PGJPBr-001-2016,PGJPBr-2Lmz0G,Unidad Central
ocds-lcuori-PGJPBr-001-2016-4641-HN-1,ocds-lcuori-PGJPBr-001-2016-4641-HN-1/01,PGJPBr-0,SMLQwAR,"Servicios de Seguridad Lempira, S. DE R.L. DE C.V. (SERSEL, S. DE R.L. DE C.V.)"
ocds-lcuori-PGJPBr-001-2016-4641-HN-1,ocds-lcuori-PGJPBr-001-2016-4641-HN-1/01,PGJPBr-0,PGJPBr-2Lmz0G,Unidad Central
ocds-lcuori-PGJPBr-002-2016-1,ocds-lcuori-PGJPBr-002-2016-1/01,PGJPBr-00,HN-RTN-0819197814215,Help Comunication
ocds-lcuori-PGJPBr-002-2016-1,ocds-lcuori-PGJPBr-002-2016-1/01,PGJPBr-00,PGJPBr-2Lmz0G,Unidad Central
ocds-lcuori-PGJPBr-002-2016_DONACION_KANSAS-1,ocds-lcuori-PGJPBr-002-2016_DONACION_KANSAS-1/01,PGJPBr-002-2016,HN-RTN-08019002274860,AGENCIA DE VIAJES MUNDIALES 	
ocds-lcuori-PGJPBr-002-2016_DONACION_KANSAS-1,ocds-lcuori-PGJPBr-002-2016_DONACION_KANSAS-1/01,PGJPBr-002-2016,PGJPBr-2Lmz0G,Unidad Central
ocds-lcuori-PGJPBr-003-2016_Donacion_Kansas-1,ocds-lcuori-PGJPBr-003-2016_Donacion_Kansas-1/01,PGJPBr-003-2016,HN-RTN-08019002274860,AGENCIA DE VIAJES MUNDIALES 	
ocds-lcuori-PGJPBr-003-2016_Donacion_Kansas-1,ocds-lcuori-PGJPBr-003-2016_Donacion_Kansas-1/01,PGJPBr-003-2016,PGJPBr-2Lmz0G,Unidad Central
ocds-lcuori-PGJPBr-003-2016-4641-HN-1,ocds-lcuori-PGJPBr-003-2016-4641-HN-1/01,PGJPBr-S/N,HN-RTN-08019002274414,***Colombus Networks de  Honduras S. de R. L.
ocds-lcuori-PGJPBr-003-2016-4641-HN-1,ocds-lcuori-PGJPBr-003-2016-4641-HN-1/01,PGJPBr-S/N,PGJPBr-2Lmz0G,Unidad Central
ocds-lcuori-PGJPBr-004-2016_DONACION_KANSAS-1,ocds-lcuori-PGJPBr-004-2016_DONACION_KANSAS-1/01,PGJPBr-004-A-2016,HN-RTN-05019999400238,"JETSTEREO, S. A. DE C. V."
ocds-lcuori-PGJPBr-004-2016_DONACION_KANSAS-1,ocds-lcuori-PGJPBr-004-2016_DONACION_KANSAS-1/01,PGJPBr-004-A-2016,PGJPBr-2Lmz0G,Unidad Central
ocds-lcuori-PGJPBr-009-2016-1,ocds-lcuori-PGJPBr-009-2016-1/01,PGJPBr-026-2016,HN-RTN-05019003075248,"	COMPUTADORAS Y SERVICIOS, S.DE R.L. DE C.V."
ocds-lcuori-PGJPBr-009-2016-1,ocds-lcuori-PGJPBr-009-2016-1/01,PGJPBr-026-2016,PGJPBr-2Lmz0G,Unidad Central
ocds-lcuori-PGJPBr-009-2016-1,ocds-lcuori-PGJPBr-009-2016-1/01,PGJPBr-26-2016,HN-RTN-05019003075248,"	COMPUTADORAS Y SERVICIOS, S.DE R.L. DE C.V."
ocds-lcuori-PGJPBr-009-2016-1,ocds-lcuori-PGJPBr-009-2016-1/01,PGJPBr-26-2016,PGJPBr-2Lmz0G,Unidad Central
ocds-lcuori-PGJPBr-010-2016_fondos_nacionales-1,ocds-lcuori-PGJPBr-010-2016_fondos_nacionales-1/01,PGJPBr-024-2016,HN-RTN-ME3UHU8,Representaciones y Distribuciones Multiples (REDIMU S DE R. L)
ocds-lcuori-PGJPBr-010-2016_fondos_nacionales-1,ocds-lcuori-PGJPBr-010-2016_fondos_nacionales-1/01,PGJPBr-024-2016,PGJPBr-2Lmz0G,Unidad Central
ocds-lcuori-PGJPBr-011-2016_CREDITO_4641-HN-1,ocds-lcuori-PGJPBr-011-2016_CREDITO_4641-HN-1/01,PGJPBr-00000,HN-RTN-08201955001617,***HECTOR EFRAIN MACIAS CERRATO
ocds-lcuori-PGJPBr-011-2016_CREDITO_4641-HN-1,ocds-lcuori-PGJPBr-011-2016_CREDITO_4641-HN-1/01,PGJPBr-00000,PGJPBr-2Lmz0G,Unidad Central
